primary_key,match_key,date,time_of_day,name_team_A,name_team_B,gametime,score_team_A,score_team_B,odd_win_team_A,odd_draw,odd_win_team_B,prob_win_team_A,prob_draw,prob_win_team_B
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:34:23,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:34:23,1. FC Kaiserslautern,SV Wehen Wies.,76',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:34:23,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:34:23,Fortuna Düsseldorf,Greuther Fürth,75',1,0,1.16,5.5,22.0,0.7913706896551724,0.1669072727272727,0.04172681818181818
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:34:23,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:34:23,VfL 1899 Osnabrück,Eintr. Braunschweig,73',0,3,250.0,80.0,1.0,0.0039350800000000005,0.012297125,0.98377
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:34:23,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:34:23,Erzgebirge Aue,SpVgg Unterhaching,34',0,0,2.1,2.9,3.8,0.43921904761904756,0.3180551724137931,0.24272631578947368
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:34:23,Hallescher_FC_versus_SC_Verl,2024-04-20,14:34:23,Hallescher FC,SC Verl,34',1,0,1.45,4.3,7.0,0.6475241379310345,0.2183511627906977,0.13413
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:34:23,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:34:23,VfB Lübeck,Borussia Dortmund II,34',0,3,35.0,25.0,1.0,0.026737999999999998,0.0374332,0.9358299999999999
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:34:23,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:34:23,RC Celta de Vigo,UD Las Palmas,34',0,1,3.3,3.3,2.1,0.28,0.28,0.44
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:34:23,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:34:23,1860 München,1. FC Saarbrücken,32',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:34:23,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:34:23,Dynamo Dresden,FC Viktoria Köln,32',0,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:34:23,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:34:23,Bandirmaspor,Tuzlaspor,90'+5,1,1,8.5,1.1,14.0,0.10713058823529412,0.8278272727272726,0.06504357142857144
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:34:23,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:34:23,Ethio Electric SC,Oromia Police Fc,82',1,0,1.01,10.0,60.0,0.8945841584158415,0.09035299999999999,0.015058833333333332
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:34:23,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:34:23,Skövde AIK,Trelleborgs FF,78',1,0,1.22,4.0,25.0,0.7386639344262296,0.2252925,0.036046800000000004
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:34:23,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:34:23,FC Rosengaard 1917,Onsala BK,76',1,1,2.6,1.75,6.5,0.34653461538461533,0.5148514285714285,0.13861384615384614
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:34:23,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:34:23,Pattaya United FC,Chanthaburi,76',2,1,1.1,6.0,35.0,0.8232090909090908,0.15092166666666665,0.025872285714285712
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:34:23,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:34:23,Roea (F),Vålerenga (F),75',0,2,80.0,25.0,1.0,0.0118765,0.0380048,0.95012
FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy_time_2024-04-20 14:34:23,FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy,2024-04-20,14:34:23,FC Hirnyk-Sport,Podillya Khemlnitskiy,75',1,0,1.4,3.4,10.0,0.6444285714285715,0.26535294117647057,0.09022
AFC_Eskilstuna_versus_Assyriska_FF_time_2024-04-20 14:34:23,AFC_Eskilstuna_versus_Assyriska_FF,2024-04-20,14:34:23,AFC Eskilstuna,Assyriska FF,75',3,3,2.7,1.9,4.7,0.3338333333333333,0.47439473684210526,0.19177659574468084
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:34:38,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:34:38,Istanbulspor AS,Fatih Karagümrük,90'+1,1,1,30.0,1.06,10.0,0.030958,0.8761698113207547,0.092874
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:34:38,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:34:38,1. FC Kaiserslautern,SV Wehen Wies.,76',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:34:38,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:34:38,Fortuna Düsseldorf,Greuther Fürth,75',1,0,1.16,5.5,22.0,0.7913706896551724,0.1669072727272727,0.04172681818181818
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:34:38,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:34:38,VfL 1899 Osnabrück,Eintr. Braunschweig,73',0,3,250.0,80.0,1.0,0.0039350800000000005,0.012297125,0.98377
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:34:38,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:34:38,Erzgebirge Aue,SpVgg Unterhaching,34',0,0,2.1,2.9,3.8,0.43921904761904756,0.3180551724137931,0.24272631578947368
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:34:38,Hallescher_FC_versus_SC_Verl,2024-04-20,14:34:38,Hallescher FC,SC Verl,34',1,0,1.45,4.0,6.5,0.6306827586206897,0.2286225,0.14069076923076923
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:34:38,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:34:38,VfB Lübeck,Borussia Dortmund II,34',0,3,35.0,25.0,1.0,0.026737999999999998,0.0374332,0.9358299999999999
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:34:38,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:34:38,RC Celta de Vigo,UD Las Palmas,34',0,1,3.3,3.3,2.1,0.28,0.28,0.44
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:34:38,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:34:38,1860 München,1. FC Saarbrücken,32',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:34:38,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:34:38,Dynamo Dresden,FC Viktoria Köln,32',0,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:34:38,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:34:38,Bandirmaspor,Tuzlaspor,90'+5,1,1,9.0,1.08,16.0,0.10105222222222222,0.8421018518518518,0.056841875
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:34:38,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:34:38,Ethio Electric SC,Oromia Police Fc,82',1,0,1.0,11.0,60.0,0.9028700000000001,0.08207909090909092,0.015047833333333335
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:34:38,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:34:38,Skövde AIK,Trelleborgs FF,78',1,0,1.22,4.0,25.0,0.7386639344262296,0.2252925,0.036046800000000004
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:34:38,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:34:38,FC Rosengaard 1917,Onsala BK,76',1,1,2.6,1.75,6.5,0.34653461538461533,0.5148514285714285,0.13861384615384614
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:34:38,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:34:38,Pattaya United FC,Chanthaburi,76',2,1,1.1,6.0,35.0,0.8232090909090908,0.15092166666666665,0.025872285714285712
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:34:38,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:34:38,Roea (F),Vålerenga (F),76',0,2,80.0,25.0,1.0,0.0118765,0.0380048,0.95012
FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy_time_2024-04-20 14:34:38,FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy,2024-04-20,14:34:38,FC Hirnyk-Sport,Podillya Khemlnitskiy,75',1,0,1.4,3.4,10.0,0.6444285714285715,0.26535294117647057,0.09022
AFC_Eskilstuna_versus_Assyriska_FF_time_2024-04-20 14:34:38,AFC_Eskilstuna_versus_Assyriska_FF,2024-04-20,14:34:38,AFC Eskilstuna,Assyriska FF,75',3,3,2.9,1.8,5.0,0.31336896551724136,0.5048722222222222,0.181754
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:34:51,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:34:51,Istanbulspor AS,Fatih Karagümrük,90'+2,1,1,30.0,1.05,11.0,0.030961000000000002,0.8846,0.08443909090909091
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:34:51,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:34:51,1. FC Kaiserslautern,SV Wehen Wies.,76',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:34:51,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:34:51,Fortuna Düsseldorf,Greuther Fürth,76',1,0,1.16,5.5,22.0,0.7913706896551724,0.1669072727272727,0.04172681818181818
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:34:51,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:34:51,VfL 1899 Osnabrück,Eintr. Braunschweig,73',0,3,250.0,80.0,1.0,0.0039350800000000005,0.012297125,0.98377
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:34:51,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:34:51,Erzgebirge Aue,SpVgg Unterhaching,34',0,0,2.1,2.9,3.8,0.43921904761904756,0.3180551724137931,0.24272631578947368
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:34:51,Hallescher_FC_versus_SC_Verl,2024-04-20,14:34:51,Hallescher FC,SC Verl,34',1,0,1.4,4.0,7.5,0.6507571428571429,0.227765,0.12147466666666666
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:34:51,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:34:51,VfB Lübeck,Borussia Dortmund II,34',0,3,22.0,25.0,1.02,0.04264636363636364,0.0375288,0.9198235294117647
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:34:51,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:34:51,RC Celta de Vigo,UD Las Palmas,34',0,1,3.3,3.3,2.1,0.28,0.28,0.44
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:34:51,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:34:51,1860 München,1. FC Saarbrücken,32',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:34:51,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:34:51,Dynamo Dresden,FC Viktoria Köln,32',0,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:34:51,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:34:51,Bandirmaspor,Tuzlaspor,90'+6,1,1,10.0,1.08,16.0,0.091876,0.8507037037037036,0.0574225
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:34:51,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:34:51,Ethio Electric SC,Oromia Police Fc,82',1,0,1.0,11.0,60.0,0.9028700000000001,0.08207909090909092,0.015047833333333335
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:34:51,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:34:51,Skövde AIK,Trelleborgs FF,78',1,0,1.22,4.0,25.0,0.7386639344262296,0.2252925,0.036046800000000004
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:34:51,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:34:51,FC Rosengaard 1917,Onsala BK,77',1,1,2.8,1.65,7.0,0.3228964285714286,0.5479454545454545,0.12915857142857143
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:34:51,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:34:51,Pattaya United FC,Chanthaburi,77',2,1,1.08,6.5,35.0,0.8354166666666666,0.1388076923076923,0.02577857142857143
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:34:51,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:34:51,Roea (F),Vålerenga (F),76',0,2,80.0,25.0,1.0,0.0118765,0.0380048,0.95012
FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy_time_2024-04-20 14:34:51,FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy,2024-04-20,14:34:51,FC Hirnyk-Sport,Podillya Khemlnitskiy,76',1,0,1.4,3.4,10.0,0.6444285714285715,0.26535294117647057,0.09022
AFC_Eskilstuna_versus_Assyriska_FF_time_2024-04-20 14:34:51,AFC_Eskilstuna_versus_Assyriska_FF,2024-04-20,14:34:51,AFC Eskilstuna,Assyriska FF,76',3,3,2.9,1.8,5.0,0.31336896551724136,0.5048722222222222,0.181754
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:35:05,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:35:05,Istanbulspor AS,Fatih Karagümrük,90'+2,1,1,30.0,1.04,13.0,0.031100333333333334,0.897125,0.07177
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:35:05,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:35:05,1. FC Kaiserslautern,SV Wehen Wies.,77',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:35:05,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:35:05,Fortuna Düsseldorf,Greuther Fürth,76',1,0,1.15,5.5,30.0,0.8016521739130434,0.1676181818181818,0.030729999999999997
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:35:05,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:35:05,VfL 1899 Osnabrück,Eintr. Braunschweig,74',0,3,300.0,80.0,1.0,0.0032813666666666667,0.012305125,0.98441
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:35:05,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:35:05,Erzgebirge Aue,SpVgg Unterhaching,35',0,0,2.1,2.9,3.8,0.43921904761904756,0.3180551724137931,0.24272631578947368
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:35:05,Hallescher_FC_versus_SC_Verl,2024-04-20,14:35:05,Hallescher FC,SC Verl,35',1,0,1.4,4.0,7.5,0.6507571428571429,0.227765,0.12147466666666666
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:35:05,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:35:05,VfB Lübeck,Borussia Dortmund II,34',0,3,22.0,25.0,1.02,0.04264636363636364,0.0375288,0.9198235294117647
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:35:05,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:35:05,RC Celta de Vigo,UD Las Palmas,34',0,1,3.3,3.3,2.1,0.28,0.28,0.44
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:35:05,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:35:05,1860 München,1. FC Saarbrücken,32',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:35:05,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:35:05,Dynamo Dresden,FC Viktoria Köln,32',0,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:35:05,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:35:05,Bandirmaspor,Tuzlaspor,90'+6,1,1,10.0,1.05,18.0,0.09025799999999999,0.8595999999999999,0.05014333333333333
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:35:05,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:35:05,Ethio Electric SC,Oromia Police Fc,82',1,0,1.0,11.0,60.0,0.9028700000000001,0.08207909090909092,0.015047833333333335
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:35:05,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:35:05,Skövde AIK,Trelleborgs FF,79',1,0,1.22,4.0,25.0,0.7386639344262296,0.2252925,0.036046800000000004
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:35:05,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:35:05,FC Rosengaard 1917,Onsala BK,77',1,1,2.8,1.65,7.0,0.3228964285714286,0.5479454545454545,0.12915857142857143
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:35:05,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:35:05,Pattaya United FC,Chanthaburi,77',2,1,1.1,6.0,30.0,0.8196727272727272,0.15027333333333334,0.030054666666666667
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:35:05,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:35:05,Roea (F),Vålerenga (F),76',0,2,80.0,25.0,1.0,0.0118765,0.0380048,0.95012
FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy_time_2024-04-20 14:35:05,FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy,2024-04-20,14:35:05,FC Hirnyk-Sport,Podillya Khemlnitskiy,76',1,0,1.4,3.4,10.0,0.6444285714285715,0.26535294117647057,0.09022
AFC_Eskilstuna_versus_Assyriska_FF_time_2024-04-20 14:35:05,AFC_Eskilstuna_versus_Assyriska_FF,2024-04-20,14:35:05,AFC Eskilstuna,Assyriska FF,76',3,3,2.9,1.8,5.0,0.31336896551724136,0.5048722222222222,0.181754
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:35:22,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:35:22,Istanbulspor AS,Fatih Karagümrük,90'+2,1,1,30.0,1.03,15.0,0.031127333333333333,0.9066213592233009,0.062254666666666666
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:35:22,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:35:22,1. FC Kaiserslautern,SV Wehen Wies.,77',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:35:22,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:35:22,Fortuna Düsseldorf,Greuther Fürth,76',1,0,1.15,5.5,30.0,0.8016521739130434,0.1676181818181818,0.030729999999999997
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:35:22,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:35:22,VfL 1899 Osnabrück,Eintr. Braunschweig,74',0,3,300.0,80.0,1.0,0.0032813666666666667,0.012305125,0.98441
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:35:22,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:35:22,Erzgebirge Aue,SpVgg Unterhaching,35',0,0,2.2,2.8,3.8,0.4228954545454545,0.33227500000000004,0.24483421052631582
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:35:22,Hallescher_FC_versus_SC_Verl,2024-04-20,14:35:22,Hallescher FC,SC Verl,35',1,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:35:22,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:35:22,VfB Lübeck,Borussia Dortmund II,35',0,3,35.0,25.0,1.0,0.026737999999999998,0.0374332,0.9358299999999999
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:35:22,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:35:22,RC Celta de Vigo,UD Las Palmas,35',0,1,3.4,3.2,2.1,0.2716235294117647,0.28859999999999997,0.43977142857142854
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:35:22,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:35:22,1860 München,1. FC Saarbrücken,33',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
Dynamo_Dresden_versus_FC_Viktoria_Köln_time_2024-04-20 14:35:22,Dynamo_Dresden_versus_FC_Viktoria_Köln,2024-04-20,14:35:22,Dynamo Dresden,FC Viktoria Köln,33',0,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
Bandirmaspor_versus_Tuzlaspor_time_2024-04-20 14:35:22,Bandirmaspor_versus_Tuzlaspor,2024-04-20,14:35:22,Bandirmaspor,Tuzlaspor,90'+6,1,1,11.0,1.05,22.0,0.08349909090909091,0.874752380952381,0.041749545454545456
Ethio_Electric_SC_versus_Oromia_Police_Fc_time_2024-04-20 14:35:22,Ethio_Electric_SC_versus_Oromia_Police_Fc,2024-04-20,14:35:22,Ethio Electric SC,Oromia Police Fc,83',1,0,1.0,11.0,60.0,0.9028700000000001,0.08207909090909092,0.015047833333333335
Skövde_AIK_versus_Trelleborgs_FF_time_2024-04-20 14:35:22,Skövde_AIK_versus_Trelleborgs_FF,2024-04-20,14:35:22,Skövde AIK,Trelleborgs FF,79',1,0,1.22,4.0,25.0,0.7386639344262296,0.2252925,0.036046800000000004
FC_Rosengaard_1917_versus_Onsala_BK_time_2024-04-20 14:35:22,FC_Rosengaard_1917_versus_Onsala_BK,2024-04-20,14:35:22,FC Rosengaard 1917,Onsala BK,77',1,1,2.9,1.6,7.0,0.30990689655172415,0.56170625,0.12839
Pattaya_United_FC_versus_Chanthaburi_time_2024-04-20 14:35:22,Pattaya_United_FC_versus_Chanthaburi,2024-04-20,14:35:22,Pattaya United FC,Chanthaburi,77',2,1,1.1,6.0,30.0,0.8196727272727272,0.15027333333333334,0.030054666666666667
Roea_(F)_versus_Vålerenga_(F)_time_2024-04-20 14:35:22,Roea_(F)_versus_Vålerenga_(F),2024-04-20,14:35:22,Roea (F),Vålerenga (F),76',0,2,80.0,25.0,1.0,0.0118765,0.0380048,0.95012
FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy_time_2024-04-20 14:35:22,FC_Hirnyk-Sport_versus_Podillya_Khemlnitskiy,2024-04-20,14:35:22,FC Hirnyk-Sport,Podillya Khemlnitskiy,76',1,0,1.4,3.4,10.0,0.6444285714285715,0.26535294117647057,0.09022
AFC_Eskilstuna_versus_Assyriska_FF_time_2024-04-20 14:35:22,AFC_Eskilstuna_versus_Assyriska_FF,2024-04-20,14:35:22,AFC Eskilstuna,Assyriska FF,76',3,3,2.9,1.75,5.2,0.3110586206896552,0.5154685714285715,0.173475
Istanbulspor_AS_versus_Fatih_Karagümrük_time_2024-04-20 14:35:36,Istanbulspor_AS_versus_Fatih_Karagümrük,2024-04-20,14:35:36,Istanbulspor AS,Fatih Karagümrük,90'+3,1,1,30.0,1.02,15.0,0.030853000000000002,0.9074411764705882,0.061706000000000004
1._FC_Kaiserslautern_versus_SV_Wehen_Wies._time_2024-04-20 14:35:36,1._FC_Kaiserslautern_versus_SV_Wehen_Wies.,2024-04-20,14:35:36,1. FC Kaiserslautern,SV Wehen Wies.,77',1,1,3.0,1.7,6.0,0.30630666666666667,0.5405411764705882,0.15315333333333334
Fortuna_Düsseldorf_versus_Greuther_Fürth_time_2024-04-20 14:35:36,Fortuna_Düsseldorf_versus_Greuther_Fürth,2024-04-20,14:35:36,Fortuna Düsseldorf,Greuther Fürth,76',1,0,1.13,5.5,45.0,0.812637168141593,0.16696,0.02040622222222222
VfL_1899_Osnabrück_versus_Eintr._Braunschweig_time_2024-04-20 14:35:36,VfL_1899_Osnabrück_versus_Eintr._Braunschweig,2024-04-20,14:35:36,VfL 1899 Osnabrück,Eintr. Braunschweig,74',0,3,300.0,80.0,1.0,0.0032813666666666667,0.012305125,0.98441
Erzgebirge_Aue_versus_SpVgg_Unterhaching_time_2024-04-20 14:35:36,Erzgebirge_Aue_versus_SpVgg_Unterhaching,2024-04-20,14:35:36,Erzgebirge Aue,SpVgg Unterhaching,35',0,0,2.2,2.8,3.8,0.4228954545454545,0.33227500000000004,0.24483421052631582
Hallescher_FC_versus_SC_Verl_time_2024-04-20 14:35:36,Hallescher_FC_versus_SC_Verl,2024-04-20,14:35:36,Hallescher FC,SC Verl,35',1,0,1.35,4.3,9.0,0.6830814814814814,0.21445581395348837,0.10246222222222222
VfB_Lübeck_versus_Borussia_Dortmund_II_time_2024-04-20 14:35:36,VfB_Lübeck_versus_Borussia_Dortmund_II,2024-04-20,14:35:36,VfB Lübeck,Borussia Dortmund II,35',0,3,50.0,20.0,1.01,0.0188662,0.0471655,0.9339702970297029
RC_Celta_de_Vigo_versus_UD_Las_Palmas_time_2024-04-20 14:35:36,RC_Celta_de_Vigo_versus_UD_Las_Palmas,2024-04-20,14:35:36,RC Celta de Vigo,UD Las Palmas,35',0,1,3.4,3.2,2.1,0.2716235294117647,0.28859999999999997,0.43977142857142854
1860_München_versus_1._FC_Saarbrücken_time_2024-04-20 14:35:36,1860_München_versus_1._FC_Saarbrücken,2024-04-20,14:35:36,1860 München,1. FC Saarbrücken,33',0,1,10.0,5.0,1.27,0.091962,0.183924,0.7241102362204724
